pollster,methodology,state,sample_size,pct,answer,end_date,end_date_num
SurveyUSA,Live Phone,Florida,227,49.393727412734876,Trump,2024-09-02,0.43434343434343436
YouGov,Online Panel,Georgia,107,52.81479079009908,Harris,2024-08-04,0.1414141414141414
SurveyUSA,Online Panel,Nevada,74,53.82123089436109,Harris,2024-07-27,0.06060606060606061
YouGov,Online Panel,New York,101,50.17320655059892,Trump,2024-09-26,0.6767676767676768
Emerson College,Probability Panel,Georgia,563,49.2122080586404,Harris,2024-09-29,0.7070707070707071
Emerson College,Online Panel,Florida,372,52.23186121413922,Harris,2024-09-25,0.6666666666666666
YouGov,Live Phone/Text to Web,California,481,51.48401584762156,Harris,2024-07-25,0.04040404040404041
Emerson College,Live Phone,Nevada,827,49.51288956012831,Harris,2024-10-19,0.9090909090909091
SurveyUSA,Live Phone,Florida,395,51.79798665046002,Trump,2024-10-12,0.8383838383838383
Siena/NYT,Live Phone,California,155,52.34231979726325,Trump,2024-08-10,0.20202020202020202
Siena/NYT,Online Panel,Georgia,666,51.839959827540454,Harris,2024-08-28,0.3838383838383838
YouGov,Probability Panel,California,1133,48.293424287419846,Trump,2024-08-25,0.35353535353535354
SurveyUSA,Online Panel,New York,97,49.60377520495659,Harris,2024-08-05,0.15151515151515152
SurveyUSA,Online Panel,Georgia,191,49.51445025249042,Harris,2024-08-20,0.30303030303030304
Emerson College,Live Phone/Text to Web,Nevada,675,51.062239700491,Harris,2024-09-26,0.6767676767676768
Emerson College,Live Phone,Georgia,97,48.304901840363634,Harris,2024-10-05,0.7676767676767676
SurveyUSA,Live Phone/Text to Web,Georgia,904,51.24672826402796,Trump,2024-08-15,0.25252525252525254
Siena/NYT,Online Panel,California,481,49.50178643702508,Harris,2024-08-18,0.2828282828282828
SurveyUSA,Live Phone,Georgia,439,52.42551387769487,Trump,2024-07-24,0.030303030303030304
Siena/NYT,Online Panel,Florida,1655,52.85869768143726,Trump,2024-09-08,0.494949494949495
SurveyUSA,Live Phone/Text to Web,Florida,439,51.049716088673854,Harris,2024-09-05,0.46464646464646464
YouGov,Live Phone,Georgia,1133,51.778934005586265,Harris,2024-08-17,0.2727272727272727
YouGov,Live Phone,Nevada,212,48.04803859141027,Harris,2024-08-24,0.3434343434343434
YouGov,Online Panel,Georgia,107,49.979534924145035,Trump,2024-09-19,0.6060606060606061
YouGov,Live Phone/Text to Web,California,276,48.065639728473606,Harris,2024-08-13,0.23232323232323232
SurveyUSA,Live Phone/Text to Web,Georgia,155,51.078424089781144,Harris,2024-08-11,0.21212121212121213
Emerson College,Live Phone/Text to Web,Georgia,675,52.83412508464031,Harris,2024-08-07,0.1717171717171717
YouGov,Online Panel,New York,107,49.71396369301381,Trump,2024-10-16,0.8787878787878788
SurveyUSA,Probability Panel,Nevada,191,49.6028696925111,Trump,2024-10-07,0.7878787878787878
SurveyUSA,Live Phone,Florida,148,50.942648904165175,Trump,2024-10-07,0.7878787878787878
Emerson College,Live Phone/Text to Web,Nevada,399,52.686741227321086,Trump,2024-10-17,0.8888888888888888
Siena/NYT,Live Phone,Nevada,571,52.86367300638253,Trump,2024-09-26,0.6767676767676768
Emerson College,Online Panel,California,399,51.91285822812712,Harris,2024-09-13,0.5454545454545454
Siena/NYT,Online Panel,Florida,101,49.82285298021166,Harris,2024-09-22,0.6363636363636364
Siena/NYT,Probability Panel,Nevada,142,48.98195669969481,Harris,2024-08-19,0.29292929292929293
YouGov,Live Phone,Florida,124,48.15720399107986,Harris,2024-09-04,0.45454545454545453
Emerson College,Live Phone,California,113,50.79479567729215,Harris,2024-10-06,0.7777777777777778
SurveyUSA,Online Panel,Florida,563,47.18558769146416,Trump,2024-09-05,0.46464646464646464
Emerson College,Probability Panel,Nevada,127,47.79967440135035,Harris,2024-10-17,0.8888888888888888
Siena/NYT,Online Panel,California,97,49.483999646724556,Harris,2024-09-04,0.45454545454545453
Siena/NYT,Live Phone,Florida,915,49.01671273066401,Trump,2024-09-05,0.46464646464646464
SurveyUSA,Live Phone/Text to Web,New York,399,49.85122041482093,Trump,2024-10-13,0.8484848484848485
Emerson College,Online Panel,Nevada,212,51.63905413466431,Trump,2024-08-12,0.2222222222222222
Emerson College,Live Phone/Text to Web,Nevada,439,52.09269935297667,Trump,2024-07-21,0
YouGov,Probability Panel,Florida,399,51.53207892260844,Harris,2024-10-18,0.898989898989899
Siena/NYT,Probability Panel,California,2087,48.416016318377125,Harris,2024-08-18,0.2828282828282828
YouGov,Online Panel,New York,47,49.67828279694208,Harris,2024-10-26,0.9797979797979798
SurveyUSA,Online Panel,Nevada,827,51.81664210800667,Harris,2024-07-24,0.030303030303030304
Emerson College,Online Panel,Nevada,227,51.21875695758817,Harris,2024-08-25,0.35353535353535354
YouGov,Online Panel,Nevada,702,51.631495636988724,Trump,2024-10-14,0.8585858585858586
Siena/NYT,Online Panel,California,563,52.76624751503893,Trump,2024-07-27,0.06060606060606061
YouGov,Online Panel,Florida,827,50.28647476395308,Harris,2024-07-25,0.04040404040404041
Siena/NYT,Probability Panel,Florida,142,49.616886973613745,Trump,2024-07-30,0.09090909090909091
SurveyUSA,Online Panel,California,784,50.856671497921546,Harris,2024-07-30,0.09090909090909091
SurveyUSA,Live Phone/Text to Web,Florida,702,52.66273036732106,Harris,2024-10-07,0.7878787878787878
Emerson College,Live Phone/Text to Web,Florida,113,51.41053574565745,Trump,2024-08-24,0.3434343434343434
SurveyUSA,Live Phone/Text to Web,California,2459,50.686750096929835,Trump,2024-10-07,0.7878787878787878
Emerson College,Live Phone,Nevada,268,51.5568758936792,Trump,2024-08-19,0.29292929292929293
Siena/NYT,Live Phone/Text to Web,California,227,52.08093563267982,Harris,2024-09-05,0.46464646464646464
SurveyUSA,Live Phone/Text to Web,Georgia,127,49.52327579261018,Harris,2024-09-15,0.5656565656565656
SurveyUSA,Probability Panel,New York,702,48.8700964130339,Harris,2024-08-17,0.2727272727272727
SurveyUSA,Live Phone,Florida,2180,55.80818830486577,Trump,2024-09-04,0.45454545454545453
YouGov,Live Phone,Georgia,894,46.65386223654441,Trump,2024-09-21,0.6262626262626263
Emerson College,Probability Panel,New York,655,48.64339984768223,Trump,2024-10-05,0.7676767676767676
YouGov,Probability Panel,California,571,49.480595433474534,Trump,2024-08-08,0.18181818181818182
SurveyUSA,Probability Panel,Nevada,784,54.80987920508235,Harris,2024-09-10,0.5151515151515151
YouGov,Probability Panel,California,675,49.75826777871564,Trump,2024-10-16,0.8787878787878788
SurveyUSA,Live Phone,Florida,827,51.04820899323456,Trump,2024-10-16,0.8787878787878788
SurveyUSA,Live Phone,New York,915,50.934980523305015,Harris,2024-07-31,0.10101010101010101
SurveyUSA,Live Phone/Text to Web,Florida,191,49.60693735704221,Trump,2024-08-19,0.29292929292929293
Emerson College,Live Phone/Text to Web,California,227,46.55386542840852,Trump,2024-08-22,0.32323232323232326
Siena/NYT,Live Phone,New York,177,47.060305715858505,Harris,2024-08-18,0.2828282828282828
Emerson College,Online Panel,Georgia,439,46.302157986736766,Harris,2024-08-14,0.24242424242424243
SurveyUSA,Online Panel,Nevada,894,48.9993249200595,Trump,2024-10-28,1
Siena/NYT,Live Phone/Text to Web,California,191,46.7776934347268,Trump,2024-10-25,0.9696969696969697
SurveyUSA,Live Phone,Georgia,107,49.795102294926714,Harris,2024-10-23,0.9494949494949495
YouGov,Live Phone/Text to Web,Florida,124,42.93113311841339,Harris,2024-08-29,0.3939393939393939
Siena/NYT,Online Panel,New York,784,47.58344069112818,Trump,2024-08-12,0.2222222222222222
YouGov,Live Phone,Florida,481,49.510266053890895,Harris,2024-09-10,0.5151515151515151
YouGov,Probability Panel,Georgia,904,50.48867615696812,Harris,2024-10-23,0.9494949494949495
Siena/NYT,Live Phone/Text to Web,Florida,101,47.98468213554359,Trump,2024-09-27,0.6868686868686869
Siena/NYT,Online Panel,California,571,48.068140620499236,Harris,2024-10-12,0.8383838383838383
YouGov,Live Phone,Georgia,212,50.282854037069626,Harris,2024-10-04,0.7575757575757576
YouGov,Probability Panel,New York,666,47.28180102745661,Trump,2024-10-09,0.8080808080808081
Emerson College,Live Phone/Text to Web,California,894,49.64843237927022,Harris,2024-08-08,0.18181818181818182
SurveyUSA,Live Phone/Text to Web,California,395,52.75457794619462,Harris,2024-10-20,0.9191919191919192
Siena/NYT,Live Phone/Text to Web,Florida,702,51.382666543845446,Trump,2024-08-27,0.37373737373737376
Siena/NYT,Live Phone/Text to Web,New York,145,51.659481573263534,Trump,2024-07-26,0.050505050505050504
SurveyUSA,Probability Panel,Florida,148,52.80870708316883,Harris,2024-09-26,0.6767676767676768
Siena/NYT,Live Phone/Text to Web,California,94,49.20803577544011,Harris,2024-08-05,0.15151515151515152
Siena/NYT,Live Phone,Florida,894,49.52250471816814,Harris,2024-08-12,0.2222222222222222
SurveyUSA,Live Phone/Text to Web,New York,481,51.33829632105444,Harris,2024-08-17,0.2727272727272727
Siena/NYT,Online Panel,Florida,276,50.32506211079539,Trump,2024-09-08,0.494949494949495
Siena/NYT,Live Phone/Text to Web,Florida,784,51.719665901591696,Trump,2024-10-26,0.9797979797979798
YouGov,Probability Panel,California,276,52.172627239311716,Harris,2024-09-07,0.48484848484848486
Siena/NYT,Live Phone,Nevada,148,49.13692570762025,Trump,2024-10-22,0.9393939393939394
Emerson College,Probability Panel,Florida,571,49.45547296018178,Trump,2024-09-30,0.7171717171717171
Emerson College,Probability Panel,Georgia,784,49.409073211225405,Harris,2024-07-27,0.06060606060606061
SurveyUSA,Probability Panel,Georgia,28,53.29113544537487,Trump,2024-09-11,0.5252525252525253
Siena/NYT,Live Phone/Text to Web,California,1943,47.33206579393644,Trump,2024-10-22,0.9393939393939394
YouGov,Online Panel,Florida,227,52.37064684855229,Trump,2024-08-25,0.35353535353535354
Emerson College,Live Phone,New York,101,47.16534662142651,Trump,2024-10-21,0.9292929292929293
Siena/NYT,Live Phone,Florida,145,48.224889730015484,Harris,2024-08-28,0.3838383838383838
YouGov,Probability Panel,Florida,675,48.76918359091689,Trump,2024-09-04,0.45454545454545453
Emerson College,Probability Panel,Nevada,124,47.88737001749887,Trump,2024-10-23,0.9494949494949495
Siena/NYT,Probability Panel,New York,227,47.47026891100953,Trump,2024-08-10,0.20202020202020202
YouGov,Live Phone,Nevada,2087,49.205386709143966,Trump,2024-10-12,0.8383838383838383
YouGov,Online Panel,New York,395,47.69971415632329,Trump,2024-08-14,0.24242424242424243
Emerson College,Online Panel,California,127,49.86732162199104,Trump,2024-10-17,0.8888888888888888
Siena/NYT,Online Panel,Florida,399,50.46401948966585,Trump,2024-08-26,0.36363636363636365
SurveyUSA,Live Phone,New York,97,49.22320897040748,Trump,2024-10-15,0.8686868686868687
Siena/NYT,Live Phone/Text to Web,California,395,48.55869390522,Harris,2024-07-24,0.030303030303030304
Emerson College,Live Phone/Text to Web,California,2087,54.40212679348807,Trump,2024-09-24,0.6565656565656566
SurveyUSA,Probability Panel,New York,1133,48.94171813122189,Trump,2024-09-21,0.6262626262626263
Emerson College,Online Panel,Florida,827,51.060337325984705,Trump,2024-10-03,0.7474747474747475
Emerson College,Live Phone/Text to Web,New York,2459,48.40483942854923,Harris,2024-10-02,0.7373737373737373
YouGov,Online Panel,Georgia,2180,51.31368284531921,Harris,2024-08-05,0.15151515151515152
Emerson College,Live Phone,California,894,54.98356657544861,Harris,2024-08-05,0.15151515151515152
Emerson College,Live Phone,Florida,1133,48.849507515188904,Trump,2024-08-12,0.2222222222222222
Siena/NYT,Live Phone,New York,47,51.83565427244987,Harris,2024-10-14,0.8585858585858586
SurveyUSA,Live Phone/Text to Web,California,145,51.93352941419479,Harris,2024-08-30,0.40404040404040403
Siena/NYT,Live Phone/Text to Web,New York,176,51.97460681368936,Harris,2024-10-02,0.7373737373737373
YouGov,Online Panel,Florida,227,49.203267263070956,Harris,2024-10-21,0.9292929292929293
YouGov,Probability Panel,Florida,655,46.688146954708166,Trump,2024-08-11,0.21212121212121213
Emerson College,Online Panel,Florida,904,47.90461839042794,Trump,2024-09-03,0.4444444444444444
Emerson College,Probability Panel,New York,481,50.72234089591379,Trump,2024-09-20,0.6161616161616161
SurveyUSA,Probability Panel,Florida,894,49.33277880615128,Trump,2024-07-21,0
Siena/NYT,Live Phone,New York,28,49.62982543674556,Trump,2024-09-16,0.5757575757575758
YouGov,Online Panel,Florida,97,49.31445822159782,Harris,2024-08-29,0.3939393939393939
Siena/NYT,Probability Panel,California,655,50.16865259042113,Trump,2024-07-30,0.09090909090909091
SurveyUSA,Live Phone/Text to Web,New York,148,50.0065388655587,Trump,2024-08-04,0.1414141414141414
Emerson College,Live Phone,Georgia,177,50.99372813981092,Harris,2024-09-13,0.5454545454545454
SurveyUSA,Live Phone,Georgia,155,49.91130786144048,Harris,2024-10-18,0.898989898989899
Siena/NYT,Live Phone,New York,161,52.100464308376566,Harris,2024-10-23,0.9494949494949495
Siena/NYT,Live Phone,Florida,113,53.89751756673797,Trump,2024-10-10,0.8181818181818182
Emerson College,Live Phone,California,372,46.071396836253655,Harris,2024-08-15,0.25252525252525254
SurveyUSA,Live Phone/Text to Web,Nevada,124,51.42134029990227,Trump,2024-07-24,0.030303030303030304
Siena/NYT,Live Phone/Text to Web,New York,161,49.69733612040569,Trump,2024-08-23,0.3333333333333333
YouGov,Live Phone,Georgia,395,53.664193086428696,Harris,2024-08-17,0.2727272727272727
Emerson College,Online Panel,Nevada,127,52.064884778296886,Harris,2024-08-22,0.32323232323232326
YouGov,Live Phone,Florida,904,50.382925172351214,Trump,2024-10-26,0.9797979797979798
Siena/NYT,Live Phone/Text to Web,Georgia,127,47.182206272930955,Harris,2024-09-18,0.5959595959595959
SurveyUSA,Live Phone,California,113,50.255773836022954,Harris,2024-10-08,0.797979797979798
YouGov,Live Phone/Text to Web,New York,191,49.721911084029536,Trump,2024-09-25,0.6666666666666666
Siena/NYT,Live Phone/Text to Web,New York,124,48.25380421439481,Trump,2024-10-24,0.9595959595959596
YouGov,Probability Panel,New York,177,46.852849707042864,Harris,2024-08-02,0.12121212121212122
YouGov,Online Panel,California,563,50.06792045198057,Trump,2024-08-05,0.15151515151515152
SurveyUSA,Live Phone,Florida,904,47.37728920182618,Harris,2024-09-26,0.6767676767676768
Emerson College,Probability Panel,New York,675,53.78311441042328,Harris,2024-08-27,0.37373737373737376
SurveyUSA,Online Panel,Florida,227,50.674081615967246,Trump,2024-09-02,0.43434343434343436
Siena/NYT,Online Panel,Florida,439,49.366154899149286,Trump,2024-08-06,0.16161616161616163
SurveyUSA,Online Panel,Florida,1655,48.773743818094935,Trump,2024-10-17,0.8888888888888888
Siena/NYT,Probability Panel,Florida,127,50.0935284469512,Trump,2024-08-18,0.2828282828282828
Emerson College,Live Phone/Text to Web,Florida,2087,50.11997838488911,Harris,2024-10-07,0.7878787878787878
Emerson College,Online Panel,California,107,50.60903338044125,Trump,2024-08-04,0.1414141414141414
Emerson College,Live Phone/Text to Web,New York,399,45.27271753467081,Trump,2024-09-10,0.5151515151515151
Siena/NYT,Live Phone/Text to Web,Florida,74,46.1680798650355,Harris,2024-07-23,0.020202020202020204
YouGov,Live Phone/Text to Web,Florida,827,50.177489064225675,Trump,2024-07-31,0.10101010101010101
Siena/NYT,Live Phone,Georgia,148,51.64659623929189,Trump,2024-09-08,0.494949494949495
Siena/NYT,Online Panel,New York,1943,51.61572961626815,Harris,2024-10-24,0.9595959595959596
YouGov,Online Panel,Florida,395,50.91578305110867,Trump,2024-08-19,0.29292929292929293
Siena/NYT,Probability Panel,California,127,47.495644014516856,Trump,2024-09-03,0.4444444444444444
SurveyUSA,Online Panel,Georgia,124,51.551657653747775,Harris,2024-09-28,0.696969696969697
SurveyUSA,Live Phone,Nevada,894,51.40379487876602,Trump,2024-09-10,0.5151515151515151
SurveyUSA,Live Phone,Georgia,155,47.94603212337694,Trump,2024-09-14,0.5555555555555556
Emerson College,Live Phone/Text to Web,Georgia,2459,51.37826797368629,Harris,2024-08-31,0.41414141414141414
YouGov,Live Phone,New York,124,49.91802003520456,Trump,2024-08-14,0.24242424242424243
SurveyUSA,Live Phone,California,784,49.61371107584789,Harris,2024-09-25,0.6666666666666666
SurveyUSA,Online Panel,Nevada,177,48.274121535132366,Harris,2024-09-15,0.5656565656565656
YouGov,Live Phone/Text to Web,Georgia,212,48.522098811743945,Harris,2024-09-09,0.5050505050505051
YouGov,Online Panel,California,191,50.59687609577024,Trump,2024-09-05,0.46464646464646464
Emerson College,Online Panel,New York,177,54.403794661180314,Harris,2024-09-18,0.5959595959595959
YouGov,Live Phone/Text to Web,Georgia,276,51.40223547489026,Trump,2024-10-02,0.7373737373737373
YouGov,Live Phone,Nevada,675,50.188536035895666,Harris,2024-08-06,0.16161616161616163
Siena/NYT,Probability Panel,Georgia,127,51.23317776983795,Harris,2024-09-30,0.7171717171717171
Emerson College,Online Panel,Nevada,666,51.236908424471025,Harris,2024-07-22,0.010101010101010102
Siena/NYT,Online Panel,California,148,48.23836393242718,Harris,2024-10-13,0.8484848484848485
YouGov,Probability Panel,New York,142,49.535350970119225,Trump,2024-08-20,0.30303030303030304
YouGov,Live Phone/Text to Web,California,839,47.77657096666199,Harris,2024-09-29,0.7070707070707071
Siena/NYT,Live Phone,Florida,148,51.98143600212728,Harris,2024-08-18,0.2828282828282828
Siena/NYT,Live Phone,New York,276,48.99903762866606,Trump,2024-08-31,0.41414141414141414
YouGov,Online Panel,Georgia,124,52.68058514753108,Harris,2024-10-15,0.8686868686868687
SurveyUSA,Online Panel,Nevada,107,47.39548413588447,Trump,2024-10-18,0.898989898989899
YouGov,Probability Panel,Nevada,51,48.32141600432629,Harris,2024-09-19,0.6060606060606061
Siena/NYT,Live Phone/Text to Web,California,666,45.89765359720343,Harris,2024-08-30,0.40404040404040403
Emerson College,Online Panel,California,1943,50.86592773720497,Trump,2024-08-23,0.3333333333333333
SurveyUSA,Probability Panel,Nevada,399,51.731751632001924,Trump,2024-10-21,0.9292929292929293
YouGov,Live Phone/Text to Web,Nevada,97,50.222441916436686,Trump,2024-09-08,0.494949494949495
Siena/NYT,Online Panel,New York,563,48.14351252617041,Harris,2024-09-24,0.6565656565656566
Emerson College,Probability Panel,New York,177,50.4239991799021,Trump,2024-10-01,0.7272727272727273
Siena/NYT,Live Phone/Text to Web,Georgia,227,52.3781259785354,Trump,2024-10-28,1
SurveyUSA,Live Phone/Text to Web,California,74,47.62062034516415,Harris,2024-10-22,0.9393939393939394
Siena/NYT,Online Panel,Georgia,395,51.52623472586057,Trump,2024-09-10,0.5151515151515151
Siena/NYT,Online Panel,California,124,47.800181674002445,Harris,2024-08-29,0.3939393939393939
Emerson College,Online Panel,Nevada,148,52.29134663061869,Trump,2024-08-29,0.3939393939393939
YouGov,Probability Panel,California,113,51.81766743584795,Harris,2024-08-16,0.26262626262626265
Siena/NYT,Online Panel,Georgia,101,50.84641328373292,Harris,2024-08-01,0.1111111111111111
SurveyUSA,Probability Panel,New York,1943,50.09508997505893,Harris,2024-09-25,0.6666666666666666
SurveyUSA,Live Phone/Text to Web,Georgia,191,45.29453521063118,Harris,2024-10-04,0.7575757575757576
Emerson College,Online Panel,Georgia,2087,49.12396929326265,Trump,2024-08-17,0.2727272727272727
Emerson College,Live Phone/Text to Web,Georgia,827,49.9776887286718,Trump,2024-09-13,0.5454545454545454
Emerson College,Live Phone/Text to Web,Georgia,372,53.212036105224215,Trump,2024-08-23,0.3333333333333333
Emerson College,Live Phone/Text to Web,Florida,399,45.73881110881041,Harris,2024-10-28,1
Siena/NYT,Live Phone,Florida,161,51.00137545788556,Trump,2024-09-01,0.42424242424242425
Siena/NYT,Probability Panel,Florida,675,52.588728993189726,Trump,2024-10-14,0.8585858585858586
YouGov,Live Phone,California,97,46.25135201753031,Trump,2024-08-06,0.16161616161616163
YouGov,Live Phone,New York,28,51.71036281268969,Trump,2024-10-06,0.7777777777777778
SurveyUSA,Probability Panel,California,124,51.78891358893521,Harris,2024-08-18,0.2828282828282828
SurveyUSA,Probability Panel,New York,2180,48.63906802422328,Harris,2024-09-07,0.48484848484848486
Siena/NYT,Probability Panel,Georgia,51,50.193086769807785,Harris,2024-07-23,0.020202020202020204
Siena/NYT,Probability Panel,New York,2087,50.020103563366206,Trump,2024-07-23,0.020202020202020204
